"Year","Area","Street","Street.2"
2012,"Birmingham","Home̴Address","Home Address"
2012,"Birmingham","Homer̴Rd̴Near̴Holiday̴Inn","Homer Rd Near Holiday Inn"
2012,"Birmingham","Horrell̴Rd̴Sheldon","Horrell Rd Sheldon"
2012,"Birmingham","Ivy̴House̴Rd̴West̴Heath","Ivy House Rd West Heath"
2012,"Birmingham","Jakeman̴Rd","Jakeman Rd"
2012,"Birmingham","Juniper̴Close","Juniper Close"
2012,"Birmingham","Kemberton̴Rd","Kemberton Rd"
2012,"Birmingham","Kings̴Heath̴High̴St","Kings Heath High St"
2012,"Birmingham","Kings̴Norton̴Green","Kings Norton Green"
2012,"Birmingham","Lady̴Pool̴Rd","Lady Pool Rd"
2012,"Birmingham","Lady̴Pool̴Rd","Lady Pool Rd"
2012,"Birmingham","Ladypool̴Rd","Ladypool Rd"
2012,"Birmingham","Lea̴Hall̴Rd","Lea Hall Rd"
2012,"Birmingham","Lower̴Severn̴St","Lower Severn St"
2012,"Birmingham","Mary̴St","Mary St"
2012,"Birmingham","Mary̴St","Mary St"
2012,"Birmingham","Middle̴Park̴Rd","Middle Park Rd"
2012,"Birmingham","Milestone̴House","Milestone House"
2012,"Birmingham","Milestone̴House","Milestone House"
2012,"Birmingham","Milestone̴House","Milestone House"
2012,"Birmingham","Monyhull̴Rd","Monyhull Rd"
2012,"Birmingham","Moseley̴Rd","Moseley Rd"
2012,"Birmingham","New̴St̴Railway̴Station","New St Railway Station"
2012,"Birmingham","New̴St̴Station","New St Station"
2012,"Birmingham","Northliegh̴Rd̴Ward̴End","Northliegh Rd Ward End"
2012,"Birmingham","O/S̴Assembly̴Rooms,̴Poplar̴Way,̴Solihull","O/S Assembly Rooms, Poplar Way, Solihull"
2012,"Birmingham","O/S̴Assembly̴Rooms,̴Solihull̴Town̴Centre","O/S Assembly Rooms, Solihull Town Centre"
2012,"Birmingham","O/S̴Chargrill̴Chicken,̴Coventry̴Rd","O/S Chargrill Chicken, Coventry Rd"
2012,"Birmingham","Olton̴Boulevard̴East","Olton Boulevard East"
2012,"Birmingham","Out̴Side̴Fish̴Bar̴Hobmoore̴Rd","Out Side Fish Bar Hobmoore Rd"
2012,"Birmingham","Outside̴Arden̴Oak̴Pub","Outside Arden Oak Pub"
2012,"Birmingham","Outside̴St̴Colombia̴Nursery̴,Alcester̴Rd","Outside St Colombia Nursery,Alcester Rd"
2012,"Birmingham","Outside̴The̴Bulls̴Head","Outside The Bulls Head"
2012,"Birmingham","Parker̴St,̴Edgbaston","Parker St, Edgbaston"
2012,"Birmingham","Parkland̴On̴The̴Heathway","Parkland On The Heathway"
2012,"Birmingham","Partridge̴Rd","Partridge Rd"
2012,"Birmingham","Pershore̴Rd","Pershore Rd"
2012,"Birmingham","Plymouth̴Rd,̴Stirchley","Plymouth Rd, Stirchley"
2012,"Birmingham","Poplar̴Rd,̴Solihull","Poplar Rd, Solihull"
2012,"Birmingham","Rea̴Rd","Rea Rd"
2012,"Birmingham","Regency̴Hotel","Regency Hotel"
2012,"Birmingham","Runcurn̴Rd,̴Balsall̴Heath","Runcurn Rd, Balsall Heath"
2012,"Birmingham","School̴Rd","School Rd"
2012,"Birmingham","Sheath̴Ln","Sheath Ln"
2012,"Birmingham","Sheldon̴Heath̴Park","Sheldon Heath Park"
2012,"Birmingham","Shirley̴Rd,̴Acocks̴Green","Shirley Rd, Acocks Green"
2012,"Birmingham","Solihull̴Town̴Centre","Solihull Town Centre"
2012,"Birmingham","St̴Marys̴Rd","St Marys Rd"
2012,"Birmingham","St̴Marys̴Row","St Marys Row"
2012,"Birmingham","St̴Mary S̴Row,̴Moseley","St Mary S Row, Moseley"
2012,"Birmingham","St̴Pauls̴Rd","St Pauls Rd"
2012,"Birmingham","St̴Pauls̴Rd","St Pauls Rd"
2012,"Birmingham","Station̴Rd̴Stechford","Station Rd Stechford"
2012,"Birmingham","Station̴Rd̴Stechford","Station Rd Stechford"
2012,"Birmingham","Station̴Rd,̴Solihul","Station Rd, Solihul"
2012,"Birmingham","Station̴Rd,̴Solihul","Station Rd, Solihul"
2012,"Birmingham","Station̴Rd,̴Solihul","Station Rd, Solihul"
2012,"Birmingham","Station̴Rd,̴Solihul","Station Rd, Solihul"
2012,"Birmingham","Station̴Rd,̴Solihul","Station Rd, Solihul"
2012,"Birmingham","Station̴Rd,̴Solihul","Station Rd, Solihul"
2012,"Birmingham","Stechford̴Police̴Station","Stechford Police Station"
2012,"Birmingham","Stechford̴Swimming̴Baths","Stechford Swimming Baths"
2012,"Birmingham","Stoney̴Ln","Stoney Ln"
2012,"Birmingham","Stratford̴Rd","Stratford Rd"
2012,"Birmingham","Stratford̴Rd,̴Sparkbrook","Stratford Rd, Sparkbrook"
2012,"Birmingham","Stratford̴Rd,̴Sparkhill","Stratford Rd, Sparkhill"
2012,"Birmingham","Summerfield̴Rd,̴Weoley̴Castle","Summerfield Rd, Weoley Castle"
2012,"Birmingham","Sunbeam̴Way","Sunbeam Way"
2012,"Birmingham","Swanshurst̴Park","Swanshurst Park"
2012,"Birmingham","The̴Parade̴Sutton̴Coldfield","The Parade Sutton Coldfield"
2012,"Birmingham","The̴Radleys","The Radleys"
2012,"Birmingham","Tile̴Cross̴Rd","Tile Cross Rd"
2012,"Birmingham","Tote̴Betting̴Shop,̴Alum̴Rock̴Rd","Tote Betting Shop, Alum Rock Rd"
2012,"Birmingham","Turnburry̴Rd","Turnburry Rd"
2012,"Birmingham","Umberslade̴Rd,̴Selly̴Oak","Umberslade Rd, Selly Oak"
2012,"Birmingham","Vicarage̴Rd,̴Kinghs̴Heath","Vicarage Rd, Kinghs Heath"
2012,"Birmingham","Victoria̴Rd,̴Bordesley̴Green","Victoria Rd, Bordesley Green"
2012,"Birmingham","Wake̴Green̴Rd","Wake Green Rd"
2012,"Birmingham","Ward̴End̴Park","Ward End Park"
2012,"Birmingham","Warwich̴Rd","Warwich Rd"
2012,"Birmingham","Warwick̴Rd","Warwick Rd"
2012,"Birmingham","Warwick̴Rd,̴Accocks̴Green","Warwick Rd, Accocks Green"
2012,"Birmingham","Wash̴Ln","Wash Ln"
2012,"Birmingham","Washwood̴Heath̴Rd","Washwood Heath Rd"
2012,"Birmingham","Washwood̴Heath̴Rd","Washwood Heath Rd"
2012,"Birmingham","Watson̴Rd,̴Alum̴Rock","Watson Rd, Alum Rock"
2012,"Birmingham","Wheatcroft̴Rd,̴Chelmesley̴Wood","Wheatcroft Rd, Chelmesley Wood"
2012,"Birmingham","Wheatsheaf̴Ph̴Coventry̴Rd,̴Sheldon","Wheatsheaf Ph Coventry Rd, Sheldon"
2012,"Birmingham","Wheatsheaf,̴Coventry̴Rd","Wheatsheaf, Coventry Rd"
2012,"Birmingham","William̴Hill̴Bookmakers,̴Washwood̴Heath̴Rd","William Hill Bookmakers, Washwood Heath Rd"
2012,"Birmingham","Woodbridge̴Rd","Woodbridge Rd"
2012,"Birmingham","Woodbridge̴Rd","Woodbridge Rd"
2012,"Birmingham","Acorn̴Public̴House","Acorn Public House"
2012,"Birmingham","Atlantic̴Rd","Atlantic Rd"
2012,"Birmingham","Aylesbury̴Crescent,̴Kingstanding,̴B Ham","Aylesbury Crescent, Kingstanding, B Ham"
2012,"Birmingham","Beggers̴Bush","Beggers Bush"
2012,"Birmingham","Bendall̴Rd ̴Kingstanding","Bendall Rd Kingstanding"
2012,"Birmingham","Berryfields̴Rd,̴Walmley,̴Sutton̴Coldfield","Berryfields Rd, Walmley, Sutton Coldfield"
2012,"Birmingham","Birmingham̴Rd","Birmingham Rd"
2012,"Birmingham","Birmingham̴Rd","Birmingham Rd"
2012,"Birmingham","Birmingham̴Rd","Birmingham Rd"
2012,"Birmingham","Birmingham̴Rd","Birmingham Rd"
2012,"Birmingham","Birmingham̴Rd,̴Wylde̴Green","Birmingham Rd, Wylde Green"
2012,"Birmingham","Birmingham̴Rd,̴Wylde̴Green","Birmingham Rd, Wylde Green"
2012,"Birmingham","Boldmere̴Rd","Boldmere Rd"
2012,"Birmingham","Bottle̴Of̴Sack","Bottle Of Sack"
2012,"Birmingham","Boundary̴Rd,̴Erdington","Boundary Rd, Erdington"
2012,"Birmingham","Brassington̴Ave,̴Sutton̴Coldfield","Brassington Ave, Sutton Coldfield"
2012,"Birmingham","Broad̴St","Broad St"
2012,"Birmingham","Capilano̴Rd,̴Erdington","Capilano Rd, Erdington"
2012,"Birmingham","Car̴Park̴Lidl̴Pelham̴Rd̴Alum̴Rock","Car Park Lidl Pelham Rd Alum Rock"
2012,"Birmingham","Car̴Park̴Of̴Old̴Speckled̴Hen̴Public̴House̴Mere̴Green","Car Park Of Old Speckled Hen Public House Mere Green"
2012,"Birmingham","Car̴Park̴Reddicap̴Tavern,̴Hollyfield̴Rd,̴Falcon̴Lodge","Car Park Reddicap Tavern, Hollyfield Rd, Falcon Lodge"
2012,"Birmingham","Car̴Park,̴Kenilworth̴Court,̴Wheelwright̴Rd","Car Park, Kenilworth Court, Wheelwright Rd"
2012,"Birmingham","Chester̴Rd","Chester Rd"
2012,"Birmingham","Chesterfield̴Grove,̴Pype̴Hayes","Chesterfield Grove, Pype Hayes"
2012,"Birmingham","Chipstead̴Rd","Chipstead Rd"
2012,"Birmingham","Church̴Rd,̴Erdington","Church Rd, Erdington"
2012,"Birmingham","Coton̴Ln,̴Erdington,̴B Ham","Coton Ln, Erdington, B Ham"
2012,"Birmingham","Cottishall̴Walk","Cottishall Walk"
2012,"Birmingham","Court̴Ln","Court Ln"
2012,"Birmingham","Court̴Ln","Court Ln"
2012,"Birmingham","Duke̴St","Duke St"
2012,"Birmingham","Ebrook̴Rd,̴Sutton̴Coldfield","Ebrook Rd, Sutton Coldfield"
2012,"Birmingham","Emscote̴Rd","Emscote Rd"
2012,"Birmingham","Erdington̴High̴St","Erdington High St"
2012,"Birmingham","Erdington̴High̴St","Erdington High St"
2012,"Birmingham","Erdington̴High̴St","Erdington High St"
2012,"Birmingham","Firbeck̴Grove","Firbeck Grove"
2012,"Birmingham","Frances̴Rd̴Erdington","Frances Rd Erdington"
2012,"Birmingham","Front̴Odffice̴Sutton̴Coldfield","Front Odffice Sutton Coldfield"
2012,"Birmingham","Good̴Hope̴Hospital","Good Hope Hospital"
2012,"Birmingham","Gracechuch̴Shopping̴Centre,̴Sutton̴Coldfield","Gracechuch Shopping Centre, Sutton Coldfield"
2012,"Birmingham","Gravelly̴Hill","Gravelly Hill"
2012,"Birmingham","Hairy̴Lemon,̴Erdington̴High̴St","Hairy Lemon, Erdington High St"
2012,"Birmingham","Hairy̴Lemon ̴Lower̴Parade","Hairy Lemon Lower Parade"
2012,"Birmingham","Hairy̴Lemon ̴Lower̴Parade","Hairy Lemon Lower Parade"
2012,"Birmingham","Hampton̴Rd,̴Erdington,̴B Ham","Hampton Rd, Erdington, B Ham"
2012,"Birmingham","Hellbey̴Close","Hellbey Close"
2012,"Birmingham","High̴St̴ ̴Sutton̴Coldfield","High St Sutton Coldfield"
2012,"Birmingham","High̴St̴Erdington","High St Erdington"
2012,"Birmingham","High̴St,̴Erdington","High St, Erdington"
2012,"Birmingham","High̴St,̴Erdington","High St, Erdington"
2012,"Birmingham","High̴St,̴Erdington","High St, Erdington"
2012,"Birmingham","High̴St,̴Erdington","High St, Erdington"
2012,"Birmingham","High̴St,̴Erdington","High St, Erdington"
2012,"Birmingham","High̴St,̴Erdington","High St, Erdington"
2012,"Birmingham","High̴St,̴Erdington","High St, Erdington"
2012,"Birmingham","High̴St,̴Erdington","High St, Erdington"
2012,"Birmingham","High̴St,̴Erdington","High St, Erdington"
2012,"Birmingham","High̴St,̴Erdington","High St, Erdington"
2012,"Birmingham","High̴St,̴Erdington","High St, Erdington"
2012,"Birmingham","High̴St,̴West̴Bromwich","High St, West Bromwich"
2012,"Birmingham","High̴St,̴West̴Bromwich","High St, West Bromwich"
2012,"Birmingham","High̴St,̴West̴Bromwich","High St, West Bromwich"
2012,"Birmingham","Inland̴Rd,̴Erdington,̴B Ham","Inland Rd, Erdington, B Ham"
2012,"Birmingham","Job̴Centre,̴Sutton̴New̴Rd,̴Erdington","Job Centre, Sutton New Rd, Erdington"
2012,"Birmingham","Johnson̴Rd,̴Erdington,̴Birmingham","Johnson Rd, Erdington, Birmingham"
2012,"Birmingham","Johnson̴Rd,̴Erdington,̴Birmingham","Johnson Rd, Erdington, Birmingham"
2012,"Birmingham","Kings̴Rd","Kings Rd"
2012,"Birmingham","Kingsbury̴Rd,̴Castle̴Vale","Kingsbury Rd, Castle Vale"
2012,"Birmingham","Lichfield̴Rd","Lichfield Rd"
2012,"Birmingham","Lichfield̴Rd","Lichfield Rd"
2012,"Birmingham","Lichfield̴Rd,̴Sutton̴Coldfield","Lichfield Rd, Sutton Coldfield"
2012,"Birmingham","Lichfield̴Rd,̴Sutton̴Coldfield","Lichfield Rd, Sutton Coldfield"
2012,"Birmingham","Litten̴Tree̴Ph̴Sutton̴Town̴Centre","Litten Tree Ph Sutton Town Centre"
2012,"Birmingham","Lower̴Parade","Lower Parade"
2012,"Birmingham","Lower̴Parade","Lower Parade"
2012,"Birmingham","Lower̴Parade","Lower Parade"
2012,"Birmingham","Lower̴Parade","Lower Parade"
2012,"Birmingham","Lower̴Parade","Lower Parade"
2012,"Birmingham","Lower̴Parade̴,̴Sutton̴Coldfield","Lower Parade, Sutton Coldfield"
2012,"Birmingham","Lower̴Parade̴Sutton̴Coldfield","Lower Parade Sutton Coldfield"
2012,"Birmingham","Lower̴Parade,̴Sutton̴Coldfield","Lower Parade, Sutton Coldfield"
2012,"Birmingham","Lower̴Parade,̴Sutton̴Coldfield","Lower Parade, Sutton Coldfield"
2012,"Birmingham","Lower̴Parade,̴Sutton̴Coldfield","Lower Parade, Sutton Coldfield"
2012,"Birmingham","Lower̴Parade,̴Sutton̴Coldfield","Lower Parade, Sutton Coldfield"
2012,"Birmingham","Lower̴Parade,̴Sutton̴Coldfield","Lower Parade, Sutton Coldfield"
2012,"Birmingham","Lower̴Parade,̴Sutton̴Coldfield,̴Birmingham","Lower Parade, Sutton Coldfield, Birmingham"
2012,"Birmingham","Lower̴Parade,̴Sutton̴Coldfield","Lower Parade, Sutton Coldfield"
2012,"Birmingham","Lower̴Parade,̴Sutton̴Town̴Centre","Lower Parade, Sutton Town Centre"
2012,"Birmingham","Madehurst̴Rd,̴Erdington","Madehurst Rd, Erdington"
2012,"Birmingham","Marrowfat̴Rd,̴Handsworth","Marrowfat Rd, Handsworth"
2012,"Birmingham","Marsh̴Hill̴,̴Erdington ̴ ̴Bn̴","Marsh Hill, Erdington Bn"
2012,"Birmingham","Marsh̴Ln,̴Erdington,̴B Ham","Marsh Ln, Erdington, B Ham"
2012,"Birmingham","Mere̴Green̴Island̴Lichfield̴Rd","Mere Green Island Lichfield Rd"
2012,"Birmingham","Mill̴Ave","Mill Ave"
2012,"Birmingham","Mill̴St̴ ̴High̴St","Mill St High St"
2012,"Birmingham","New̴St","New St"
2012,"Birmingham","New̴St̴Station","New St Station"
2012,"Birmingham","Newdigate̴Rd","Newdigate Rd"
2012,"Birmingham","Newhall̴Carpark","Newhall Carpark"
2012,"Birmingham","Newhall̴Walk,̴Sutton̴Coldfield","Newhall Walk, Sutton Coldfield"
2012,"Birmingham","Normanton̴Tower,̴Beechmount̴Drive,̴Erdington,̴Birmingham","Normanton Tower, Beechmount Drive, Erdington, Birmingham"
2012,"Birmingham","North̴Holt̴Rd","North Holt Rd"
2012,"Birmingham","Northolt̴Drive","Northolt Drive"
2012,"Birmingham","O/S̴H/A","O/S H/A"
2012,"Birmingham","O/S̴Hairy̴Lemon̴Ph","O/S Hairy Lemon Ph"
2012,"Birmingham","O/S̴Kings̴Arms̴Ph,̴Coleshill̴Rd","O/S Kings Arms Ph, Coleshill Rd"
2012,"Birmingham","O/S̴Kings̴Arms̴Ph,̴Coleshill̴Rd","O/S Kings Arms Ph, Coleshill Rd"
2012,"Birmingham","O/S̴Litten̴Tree","O/S Litten Tree"
2012,"Birmingham","O/S̴Moo̴Moos̴South̴Parade","O/S Moo Moos South Parade"
2012,"Birmingham","O/S̴Moomoo̴Club,̴Sutton̴Town̴Centre","O/S Moomoo Club, Sutton Town Centre"
2012,"Birmingham","O/S̴Moomoos̴Night̴Club,̴South̴Parade","O/S Moomoos Night Club, South Parade"
2012,"Birmingham","O/S̴Moomoos,̴Lower̴Parade,̴Sutton̴Town̴Centre","O/S Moomoos, Lower Parade, Sutton Town Centre"
2012,"Birmingham","O/S̴Station̴Ph","O/S Station Ph"
2012,"Birmingham","O/S̴Temple̴Bar,̴S/C̴Town̴Centre","O/S Temple Bar, S/C Town Centre"
2012,"Birmingham","Orphanage̴Rd","Orphanage Rd"
2012,"Birmingham","Outside̴Bagot̴Arms,̴Chester̴Rd,̴Pype̴Hayes","Outside Bagot Arms, Chester Rd, Pype Hayes"
2012,"Birmingham","Outside̴City̴View,̴Erdington","Outside City View, Erdington"
2012,"Birmingham","Outside̴Hiry̴Lemon,̴Sutton̴Town̴Crntr","Outside Hiry Lemon, Sutton Town Crntr"
2012,"Birmingham","Outside̴Home̴Address","Outside Home Address"
2012,"Birmingham","Outside̴Home̴Address","Outside Home Address"
2012,"Birmingham","Outside̴Home̴Address","Outside Home Address"
2012,"Birmingham","Outside̴Litten̴Tree,̴Birmingham̴Rd","Outside Litten Tree, Birmingham Rd"
2012,"Birmingham","Outside̴Moomoo S̴Bar,̴South̴Parade,̴Sutton̴Coldfield","Outside Moomoo S Bar, South Parade, Sutton Coldfield"
2012,"Birmingham","Outside̴Moomoo S̴Bar,̴South̴Parade,̴Sutton̴Coldfield","Outside Moomoo S Bar, South Parade, Sutton Coldfield"
2012,"Birmingham","Outside̴New̴St̴Station,̴Birmingham̴City̴Centre","Outside New St Station, Birmingham City Centre"
2012,"Birmingham","Outside̴Temple̴Bar,̴Lower̴Parade,̴Sutton̴Coldfield","Outside Temple Bar, Lower Parade, Sutton Coldfield"
2012,"Birmingham","Outside̴The̴Swan̴Public̴House,̴High̴St,̴Erdington","Outside The Swan Public House, High St, Erdington"
2012,"Birmingham","Outside̴The̴Temple̴Bar,̴Sutton̴Coldfield̴Town̴Centre","Outside The Temple Bar, Sutton Coldfield Town Centre"
2012,"Birmingham","Parade̴Sutton","Parade Sutton"
2012,"Birmingham","Parade̴Sutton̴Coldfield","Parade Sutton Coldfield"
2012,"Birmingham","Parade̴Sutton̴Coldfield","Parade Sutton Coldfield"
2012,"Birmingham","Parade̴Sutton̴Coldfield̴Town̴Centre","Parade Sutton Coldfield Town Centre"
2012,"Birmingham","Parade,̴Sutton̴Coldfield","Parade, Sutton Coldfield"
2012,"Birmingham","Rectory̴Rd,̴Sutton̴Coldfield","Rectory Rd, Sutton Coldfield"
2012,"Birmingham","Reddicap̴Hill","Reddicap Hill"
2012,"Birmingham","Redwing̴Grove,̴Erdington,̴B Ham","Redwing Grove, Erdington, B Ham"
2012,"Birmingham","Redwing̴Grove,̴Erdington,̴B Ham","Redwing Grove, Erdington, B Ham"
2012,"Birmingham","Redwing̴Grove,̴Erdington,̴B Ham","Redwing Grove, Erdington, B Ham"
2012,"Birmingham","Redwing̴Grove,̴Erdington,̴B Ham","Redwing Grove, Erdington, B Ham"
2012,"Birmingham","Redwing̴Grove,̴Erdington,̴B Ham","Redwing Grove, Erdington, B Ham"
2012,"Birmingham","Redwing̴Grove,̴Erdington,̴B Ham","Redwing Grove, Erdington, B Ham"
2012,"Birmingham","Redwing̴Grove,̴Erdington,̴B Ham","Redwing Grove, Erdington, B Ham"
2012,"Birmingham","Reservoir̴Rd̴Erdington","Reservoir Rd Erdington"
2012,"Birmingham","Reservoir̴Rd̴Erdington","Reservoir Rd Erdington"
2012,"Birmingham","Reservoir̴Rd̴Erdington","Reservoir Rd Erdington"
2012,"Birmingham","Reservoir̴Rd̴Erdington","Reservoir Rd Erdington"
2012,"Birmingham","Reservoir̴Rd̴Erdington","Reservoir Rd Erdington"
2012,"Birmingham","Reservoir̴Rd","Reservoir Rd"
2012,"Birmingham","Ridgeway,̴Erdington","Ridgeway, Erdington"
2012,"Birmingham","Sc̴Town̴Centre","Sc Town Centre"
2012,"Birmingham","Short̴Heath̴Rd","Short Heath Rd"
2012,"Birmingham","Slade̴Rd","Slade Rd"
2012,"Birmingham","Slade̴Rd","Slade Rd"
2012,"Birmingham","Somerset̴Rd,̴Erdington","Somerset Rd, Erdington"
2012,"Birmingham","South̴Parade","South Parade"
2012,"Birmingham","South̴Parade","South Parade"
2012,"Birmingham","South̴Parade","South Parade"
2012,"Birmingham","South̴Parade","South Parade"
2012,"Birmingham","South̴Parade","South Parade"
2012,"Birmingham","South̴Parade","South Parade"
2012,"Birmingham","South̴Parade̴�����̴Sutton̴Coldfield̴Town̴Centre","South Parade ����� Sutton Coldfield Town Centre"
2012,"Birmingham","South̴Parade̴O/S̴Moomoo","South Parade O/S Moomoo"
2012,"Birmingham","South̴Parade̴S/C̴Town̴Centre","South Parade S/C Town Centre"
2012,"Birmingham","South̴Parade,̴Sutton̴Coldfield","South Parade, Sutton Coldfield"
2012,"Birmingham","South̴Parade,̴Sutton̴Coldfield","South Parade, Sutton Coldfield"
2012,"Birmingham","South̴Parade,̴Sutton̴Coldfield","South Parade, Sutton Coldfield"
2012,"Birmingham","South̴Parade,̴Sutton̴Coldfield","South Parade, Sutton Coldfield"
2012,"Birmingham","South̴Parade,̴Sutton̴Coldfield","South Parade, Sutton Coldfield"
2012,"Birmingham","South̴Parade,̴Sutton̴Coldfield","South Parade, Sutton Coldfield"
2012,"Birmingham","South̴Parade,̴Sutton̴Coldfield","South Parade, Sutton Coldfield"
2012,"Birmingham","South̴Parade,̴Sutton̴Coldfield","South Parade, Sutton Coldfield"
2012,"Birmingham","South̴Parade,̴Sutton̴Coldfield,̴Birmingham","South Parade, Sutton Coldfield, Birmingham"
2012,"Birmingham","South̴Parades,̴Sutton̴Coldfield","South Parades, Sutton Coldfield"
2012,"Birmingham","St̴Mary̴&̴St̴John̴Social̴Club,̴Gravelly̴Hill̴North","St Mary & St John Social Club, Gravelly Hill North"
2012,"Birmingham","Sutton̴New̴Rd","Sutton New Rd"
2012,"Birmingham","Sutton̴New̴Rd,̴Erdington","Sutton New Rd, Erdington"
2012,"Birmingham","Sutton̴New̴Rd,̴Erdington","Sutton New Rd, Erdington"
2012,"Birmingham","Sutton̴New̴Rd,̴Erdington","Sutton New Rd, Erdington"
2012,"Birmingham","Sutton̴New̴Rd,̴Erdington","Sutton New Rd, Erdington"
2012,"Birmingham","Sutton̴New̴Rd,̴Erdington","Sutton New Rd, Erdington"
2012,"Birmingham","Sutton̴New̴Rd,̴Erdington","Sutton New Rd, Erdington"
2012,"Birmingham","Sutton̴Town̴Centre","Sutton Town Centre"
2012,"Birmingham","Sutton̴Town̴Centre","Sutton Town Centre"
2012,"Birmingham","Sutton̴Town̴Centre","Sutton Town Centre"
2012,"Birmingham","Sutton̴Town̴Centre","Sutton Town Centre"
2012,"Birmingham","Sutton̴Town̴Centre","Sutton Town Centre"
2012,"Birmingham","Sutton̴Town̴Centre","Sutton Town Centre"
2012,"Birmingham","Sutton̴Town̴Centre","Sutton Town Centre"
2012,"Birmingham","Sutton̴Town̴Centre","Sutton Town Centre"
2012,"Birmingham","Sutton̴Town̴Centre","Sutton Town Centre"
2012,"Birmingham","Sutton̴Town̴Centre","Sutton Town Centre"
2012,"Birmingham","Sutton̴Town̴Centre","Sutton Town Centre"
2012,"Birmingham","Sutton̴Town̴Centre","Sutton Town Centre"
2012,"Birmingham","Sutton̴Town̴Centre̴Outside̴Moo̴Moo S","Sutton Town Centre Outside Moo Moo S"
2012,"Birmingham","Sycamore̴Rd,̴Erdingon","Sycamore Rd, Erdingon"
2012,"Birmingham","Tamworth̴Rd,̴Sutton̴Coldfield","Tamworth Rd, Sutton Coldfield"
2012,"Birmingham","Tangmere̴Drive,̴Castle̴Vale","Tangmere Drive, Castle Vale"
2012,"Birmingham","The̴Gardens,̴Erdington","The Gardens, Erdington"
2012,"Birmingham","The̴Green̴House,̴Four̴Oaks,̴Birmingham","The Green House, Four Oaks, Birmingham"
2012,"Birmingham","The̴Green̴House,̴Four̴Oaks,̴Sutton̴Coldfield","The Green House, Four Oaks, Sutton Coldfield"
2012,"Birmingham","The̴Parade","The Parade"
2012,"Birmingham","The̴Parade","The Parade"
2012,"Birmingham","The̴Parade","The Parade"
2012,"Birmingham","The̴Parade̴S/C","The Parade S/C"
2012,"Birmingham","The̴Parade̴Suttontown̴Centre","The Parade Suttontown Centre"
2012,"Birmingham","The̴Parade,̴Sutton̴Coldfield","The Parade, Sutton Coldfield"
2012,"Birmingham","The̴Parade,̴Sutton̴Coldfield","The Parade, Sutton Coldfield"
2012,"Birmingham","The̴Parade,̴Sutton̴Coldfield","The Parade, Sutton Coldfield"
2012,"Birmingham","The̴Parade,̴Sutton̴Coldfield","The Parade, Sutton Coldfield"
2012,"Birmingham","The̴Parade,̴Sutton̴Coldfield","The Parade, Sutton Coldfield"
2012,"Birmingham","The̴Parade,̴Sutton̴Coldfield","The Parade, Sutton Coldfield"
2012,"Birmingham","The̴Parade,̴Sutton̴Coldfield","The Parade, Sutton Coldfield"
2012,"Birmingham","The̴Parade,̴Sutton̴Coldfield","The Parade, Sutton Coldfield"
2012,"Birmingham","The̴Parade,̴Sutton̴Coldfield","The Parade, Sutton Coldfield"
2012,"Birmingham","The̴Wylde̴Green̴Public̴House","The Wylde Green Public House"
2012,"Birmingham","Turnhouse̴Rd,̴Castle̴Vale","Turnhouse Rd, Castle Vale"
2012,"Birmingham","Unknown",""
2012,"Birmingham","Victoria̴Rd,̴Sutton̴Coldfield","Victoria Rd, Sutton Coldfield"
2012,"Birmingham","Walmley̴Ash̴Rd","Walmley Ash Rd"
2012,"Birmingham","Water̴Orton̴Ln","Water Orton Ln"
2012,"Birmingham","William̴Hill,̴Wylde̴Green","William Hill, Wylde Green"
2012,"Birmingham","Witton̴Lodge̴Rd","Witton Lodge Rd"
2012,"Birmingham","Woodacre̴Rd,̴Erdington","Woodacre Rd, Erdington"
2012,"Birmingham","Woodacre̴Rd,̴Erdington","Woodacre Rd, Erdington"
2012,"Birmingham","Woodacre̴Rd,̴Erdington","Woodacre Rd, Erdington"
2012,"Birmingham","Woodington̴Rd","Woodington Rd"
2012,"Birmingham","Wootton̴Grove,̴Kingstanding,̴Birmingham","Wootton Grove, Kingstanding, Birmingham"
2012,"Birmingham","Yatesbury̴Ave,̴Castle̴Vale","Yatesbury Ave, Castle Vale"
2012,"Birmingham","A38̴Northfield","A38 Northfield"
2012,"Birmingham","Abdon̴Ave","Abdon Ave"
2012,"Birmingham","Alcester̴Rd","Alcester Rd"
2012,"Birmingham","Alcester̴Rd̴South","Alcester Rd South"
2012,"Birmingham","Aldersmead̴Rd","Aldersmead Rd"
2012,"Birmingham","Alwold̴Rd","Alwold Rd"
2012,"Birmingham","Belgrave̴Middleway","Belgrave Middleway"
2012,"Birmingham","Black̴Horse̴Public̴House̴Carpark","Black Horse Public House Carpark"
2012,"Birmingham","Boleyn̴Rd","Boleyn Rd"
2012,"Birmingham","Bomerfield̴Rd","Bomerfield Rd"
2012,"Birmingham","Bond̴St,̴City̴Centre","Bond St, City Centre"
2012,"Birmingham","Bournville̴Ln","Bournville Ln"
2012,"Birmingham","Bournville̴Ln","Bournville Ln"
2012,"Birmingham","Bournville̴Ln̴Front̴Office","Bournville Ln Front Office"
2012,"Birmingham","Bournville̴Ln̴Police̴Station","Bournville Ln Police Station"
2012,"Birmingham","Bournville̴P S","Bournville P S"
2012,"Birmingham","Bournville̴Police̴Station","Bournville Police Station"
2012,"Birmingham","Braceby̴Ave","Braceby Ave"
2012,"Birmingham","Brandwood̴Park̴Rd","Brandwood Park Rd"
